Date,Inflow(cfs),Storage (af),Elevation (ft),Release (cfs)
05/26/1996 7:00,776.9,90293,9321.82,365
05/27/1996 7:00,628.16,90815,9322.1,366
05/28/1996 7:00,620.1,91319,9322.37,365
05/29/1996 7:00,497.59,91581,9322.51,366
05/30/1996 7:00,526.83,91900,9322.68,366
05/31/1996 7:00,478.94,92126,9322.8,365
06/01/1996 7:00,737.06,92861,9323.19,366
06/02/1996 7:00,660.93,93447,9323.5,366
06/03/1996 7:00,691.69,94093,9323.84,366
06/04/1996 7:00,896.86,95142,9324.39,368
06/05/1996 7:00,899.9,96198,9324.94,367
06/06/1996 7:00,1036.72,97455,9325.59,404
06/07/1996 7:00,1029.2,98583,9326.17,460
06/08/1996 7:00,1047.72,99719,9326.75,475
06/09/1996 7:00,1043.17,100842,9327.32,477
06/10/1996 7:00,956.95,101793,9327.8,478
06/11/1996 7:00,941.81,102709,9328.26,480
06/12/1996 7:00,889.91,103529,9328.67,476
06/13/1996 7:00,991.6,104514,9329.16,495
06/14/1996 7:00,1010.69,105402,9329.6,563
06/15/1996 7:00,1078.54,106133,9329.96,710
06/16/1996 7:00,933.05,105544,9329.67,1230
06/17/1996 7:00,943.64,104857,9329.33,1290
06/18/1996 7:00,815.9,104353,9329.08,1070
06/19/1996 7:00,819.33,104071,9328.94,961
06/20/1996 7:00,746.74,103770,9328.79,899
06/21/1996 7:00,1157.09,104272,9329.04,904
06/22/1996 7:00,1007.34,104473,9329.14,906
06/23/1996 7:00,844.5,104353,9329.08,905
06/24/1996 7:00,701.82,103950,9328.88,905
06/25/1996 7:00,695.75,103529,9328.67,908
06/26/1996 7:00,616.5,103048,9328.43,859
06/27/1996 7:00,737.67,102968,9328.39,778
06/28/1996 7:00,651.92,102828,9328.32,722
06/29/1996 7:00,631.76,102649,9328.23,722
06/30/1996 7:00,469.93,102151,9327.98,721
07/01/1996 7:00,553.66,101952,9327.88,655
07/02/1996 7:00,468.01,101713,9327.76,588
07/03/1996 7:00,512.76,101654,9327.73,542
07/04/1996 7:00,425.75,101475,9327.64,517
07/05/1996 7:00,479.17,101396,9327.6,519
07/06/1996 7:00,388.43,101138,9327.47,518
07/07/1996 7:00,429.26,100960,9327.38,519
07/08/1996 7:00,401.51,100723,9327.26,521
07/09/1996 7:00,420.68,100526,9327.16,520
07/10/1996 7:00,329.94,100151,9326.97,519
07/11/1996 7:00,362.19,99837,9326.81,521
07/12/1996 7:00,262.88,99326,9326.55,520
07/13/1996 7:00,310.79,98915,9326.34,518
07/14/1996 7:00,280.55,98447,9326.1,517
07/15/1996 7:00,353.29,98154,9325.95,500
07/16/1996 7:00,289.96,97785,9325.76,477
07/17/1996 7:00,289.05,97435,9325.58,465
07/18/1996 7:00,328.88,97164,9325.44,465
07/19/1996 7:00,288.54,96816,9325.26,465
07/20/1996 7:00,261.82,96410,9325.05,466
07/21/1996 7:00,246.74,95987,9324.83,460
07/22/1996 7:00,250.24,95564,9324.61,463
07/23/1996 7:00,220.51,95085,9324.36,462
07/24/1996 7:00,247.24,94665,9324.14,460
07/25/1996 7:00,218.52,94188,9323.89,459
07/26/1996 7:00,210.45,93694,9323.63,459
07/27/1996 7:00,257.34,93296,9323.42,458
07/28/1996 7:00,258.85,92899,9323.21,459
07/29/1996 7:00,258.85,92502,9323,459
07/30/1996 7:00,257.86,92107,9322.79,457
07/31/1996 7:00,182.74,91563,9322.5,457
08/01/1996 7:00,200.4,91058,9322.23,455
08/02/1996 7:00,165.09,90479,9321.92,457
08/03/1996 7:00,278.54,90126,9321.73,456
08/04/1996 7:00,266.45,89755,9321.53,454
08/05/1996 7:00,155.54,89163,9321.21,454
08/06/1996 7:00,175.2,88610,9320.91,454
08/07/1996 7:00,406.12,88518,9320.86,452
08/08/1996 7:00,182.28,87985,9320.57,451
08/09/1996 7:00,164.64,87418,9320.26,451
08/10/1996 7:00,202.95,86926,9319.99,451
08/11/1996 7:00,151.58,86344,9319.67,445
08/12/1996 7:00,170.75,85801,9319.37,444
08/13/1996 7:00,133.95,85189,9319.03,443
08/14/1996 7:00,135.46,84579,9318.69,443
08/15/1996 7:00,172.27,84043,9318.39,443
08/16/1996 7:00,128.41,83420,9318.04,442
08/17/1996 7:00,199.51,82942,9317.77,441
08/18/1996 7:00,148.08,82359,9317.44,441
08/19/1996 7:00,200.52,81885,9317.17,440
08/20/1996 7:00,114.3,81237,9316.8,441
08/21/1996 7:00,153.11,80662,9316.47,443
08/22/1996 7:00,170.76,80124,9316.16,442
08/23/1996 7:00,162.2,79571,9315.84,441
08/24/1996 7:00,198,79089,9315.56,441
08/25/1996 7:00,163.72,78541,9315.24,440
08/26/1996 7:00,131.37,78029,9314.94,389
08/27/1996 7:00,148.23,77604,9314.69,363
08/28/1996 7:00,168.38,77214,9314.46,365
08/29/1996 7:00,64.55,76623,9314.11,362
08/30/1996 7:00,97.83,76102,9313.8,361
08/31/1996 7:00,97.85,75583,9313.49,359
09/01/1996 7:00,66.57,75000,9313.14,361
09/02/1996 7:00,91.8,74470,9312.82,359
09/03/1996 7:00,107.43,73974,9312.52,358
09/04/1996 7:00,68.61,73399,9312.17,358
09/05/1996 7:00,144.73,72973,9311.91,359
09/06/1996 7:00,144.24,72550,9311.65,358
09/07/1996 7:00,154.31,72143,9311.4,359
09/08/1996 7:00,93.85,71626,9311.08,355
09/09/1996 7:00,110.49,71142,9310.78,354
09/10/1996 7:00,95.86,70629,9310.46,355
09/11/1996 7:00,77.68,70070,9310.11,359
09/12/1996 7:00,142.21,69641,9309.84,359
09/13/1996 7:00,136.66,69198,9309.56,360
09/14/1996 7:00,201.19,68883,9309.36,360
09/15/1996 7:00,106.41,68380,9309.04,360
09/16/1996 7:00,163.87,67989,9308.79,361
09/17/1996 7:00,117,67506,9308.48,360
09/18/1996 7:00,180.51,67149,9308.25,361
09/19/1996 7:00,141.7,66716,9307.97,360
09/20/1996 7:00,150.77,66301,9307.7,360
09/21/1996 7:00,128.09,65841,9307.4,360
09/22/1996 7:00,66.09,65261,9307.02,359
09/23/1996 7:00,167.92,64882,9306.77,359
09/24/1996 7:00,125.06,64413,9306.46,361
09/25/1996 7:00,144.18,63977,9306.17,364
09/26/1996 7:00,129.07,63513,9305.86,363
09/27/1996 7:00,111.82,63110,9305.59,315
09/28/1996 7:00,99.02,62754,9305.35,279
09/29/1996 7:00,97.53,62398,9305.11,276
09/30/1996 7:00,89.97,62030,9304.86,276
10/01/1996 7:00,84.4111,61648,9304.6,277
10/02/1996 7:00,93.4777,61282,9304.35,278
10/03/1996 7:00,153.473,61035,9304.18,278
10/04/1996 7:00,130.794,60745,9303.98,277
10/05/1996 7:00,86.9319,60368,9303.72,277
10/06/1996 7:00,80.882,59979,9303.45,277
10/07/1996 7:00,75.328,59577,9303.17,278
10/08/1996 7:00,74.8321,59176,9302.89,277
10/09/1996 7:00,83.907,58793,9302.62,277
10/10/1996 7:00,76.8488,58396,9302.34,277
10/11/1996 7:00,76.8571,58001,9302.06,276
10/12/1996 7:00,99.0401,57650,9301.81,276
10/13/1996 7:00,80.3779,57260,9301.53,277
10/14/1996 7:00,93.9902,56897,9301.27,277
10/15/1996 7:00,75.6773,56579,9301.04,236
10/16/1996 7:00,119.825,56537,9301.01,141
10/17/1996 7:00,75.8336,56497,9300.98,96
10/18/1996 7:00,63.8253,56455,9300.95,85
10/19/1996 7:00,63.8253,56413,9300.92,85
10/20/1996 7:00,63.8253,56371,9300.89,85
10/21/1996 7:00,64.8336,56331,9300.86,85
10/22/1996 7:00,71.8253,56289,9300.83,93
10/23/1996 7:00,78.8253,56247,9300.8,100
10/24/1996 7:00,93.4459,56234,9300.79,100
10/25/1996 7:00,113.612,56261,9300.81,100
10/26/1996 7:00,114.116,56289,9300.83,100
10/27/1996 7:00,93.4459,56276,9300.82,100
10/28/1996 7:00,114.108,56302,9300.84,101
10/29/1996 7:00,115.621,56331,9300.86,101
10/30/1996 7:00,85.3794,56302,9300.84,100
10/31/1996 7:00,93.4459,56289,9300.83,100
11/01/1996 7:00,78.8253,56247,9300.8,100
11/02/1996 7:00,100,56247,9300.8,100
11/03/1996 7:00,86.3877,56220,9300.78,100
11/04/1996 7:00,113.612,56247,9300.8,100
11/05/1996 7:00,93.4459,56234,9300.79,100
11/06/1996 7:00,92.9418,56220,9300.78,100
11/07/1996 7:00,65.7172,56152,9300.73,100
11/08/1996 7:00,72.2712,56097,9300.69,100
11/09/1996 7:00,100,56097,9300.69,100
11/10/1996 7:00,85.8835,56069,9300.67,100
11/11/1996 7:00,86.3877,56042,9300.65,100
11/12/1996 7:00,78.8253,56000,9300.62,100
11/13/1996 7:00,94.4459,55987,9300.61,101
11/14/1996 7:00,80.8253,55945,9300.58,102
11/15/1996 7:00,115.612,55972,9300.6,102
11/16/1996 7:00,95.4459,55959,9300.59,102
11/17/1996 7:00,101,55959,9300.59,101
11/18/1996 7:00,94.9418,55945,9300.58,102
11/19/1996 7:00,107.058,55959,9300.59,100
11/20/1996 7:00,79.8253,55917,9300.56,101
11/21/1996 7:00,95.4459,55904,9300.55,102
11/22/1996 7:00,136.283,55972,9300.6,102
11/23/1996 7:00,88.3877,55945,9300.58,102
11/24/1996 7:00,60.1548,55862,9300.52,102
11/25/1996 7:00,88.3877,55835,9300.5,102
11/26/1996 7:00,88.8919,55809,9300.48,102
11/27/1996 7:00,66.7088,55739,9300.43,102
11/28/1996 7:00,67.7172,55671,9300.38,102
11/29/1996 7:00,74.2712,55616,9300.34,102
11/30/1996 7:00,74.2712,55561,9300.3,102
12/01/1996 7:00,67.7172,55493,9300.25,102
12/02/1996 7:00,81.3295,55452,9300.22,102
12/03/1996 7:00,67.7172,55384,9300.17,102
12/04/1996 7:00,62.1631,55303,9300.11,103
12/05/1996 7:00,96.4376,55288,9300.1,104
12/06/1996 7:00,111.562,55303,9300.11,104
12/07/1996 7:00,89.8835,55275,9300.09,104
12/08/1996 7:00,69.7172,55207,9300.04,104
12/09/1996 7:00,97.4459,55194,9300.03,104
12/10/1996 7:00,110.554,55207,9300.04,104
12/11/1996 7:00,104,55207,9300.04,104
12/12/1996 7:00,97.4459,55194,9300.03,104
12/13/1996 7:00,81.3295,55153,9300,102
12/14/1996 7:00,74.7754,55099,9299.96,102
12/15/1996 7:00,81.3295,55058,9299.93,102
12/16/1996 7:00,74.2712,55003,9299.89,102
12/17/1996 7:00,87.8919,54977,9299.87,101
12/18/1996 7:00,93.9418,54963,9299.86,101
12/19/1996 7:00,67.7172,54895,9299.81,102
12/20/1996 7:00,88.3877,54868,9299.79,102
12/21/1996 7:00,82.3295,54827,9299.76,103
12/22/1996 7:00,116.116,54855,9299.78,102
12/23/1996 7:00,75.7754,54801,9299.74,103
12/24/1996 7:00,81.3295,54760,9299.71,102
12/25/1996 7:00,95.4459,54747,9299.7,102
12/26/1996 7:00,61.6589,54665,9299.64,103
12/27/1996 7:00,75.7754,54611,9299.6,103
12/28/1996 7:00,81.8336,54571,9299.57,102
12/29/1996 7:00,94.9418,54557,9299.56,102
12/30/1996 7:00,95.4459,54544,9299.55,102
12/31/1996 7:00,68.2213,54477,9299.5,102
01/01/1997 7:00,95.9418,54463,9299.49,103
01/02/1997 7:00,77.2796,54410,9299.45,104
01/03/1997 7:00,83.3295,54369,9299.42,104
01/04/1997 7:00,63.6673,54289,9299.36,104
01/05/1997 7:00,131.225,54343,9299.4,104
01/06/1997 7:00,56.1049,54248,9299.33,104
01/07/1997 7:00,131.225,54302,9299.37,104
01/08/1997 7:00,90.8835,54274,9299.35,105
01/09/1997 7:00,39.9468,54141,9299.25,107
01/10/1997 7:00,79.7754,54087,9299.21,107
01/11/1997 7:00,73.2213,54020,9299.16,107
01/12/1997 7:00,99.4459,54007,9299.15,106
01/13/1997 7:00,70.7172,53939,9299.1,105
01/14/1997 7:00,98.4459,53926,9299.09,105
01/15/1997 7:00,57.609,53832,9299.02,105
01/16/1997 7:00,98.4459,53819,9299.01,105
01/17/1997 7:00,98.4459,53806,9299,105
01/18/1997 7:00,64.1714,53727,9298.94,104
01/19/1997 7:00,83.8336,53687,9298.91,104
01/20/1997 7:00,90.8835,53659,9298.89,105
01/21/1997 7:00,77.2796,53606,9298.85,104
01/22/1997 7:00,68.7255,53540,9298.8,102
01/23/1997 7:00,80.3295,53499,9298.77,101
01/24/1997 7:00,76.2879,53448,9298.73,102
01/25/1997 7:00,127.712,53499,9298.77,102
01/26/1997 7:00,62.1714,53420,9298.71,102
01/27/1997 7:00,74.2796,53367,9298.67,101
01/28/1997 7:00,101,53367,9298.67,101
01/29/1997 7:00,54.1132,53274,9298.6,101
01/30/1997 7:00,88.8919,53248,9298.58,102
01/31/1997 7:00,54.1132,53155,9298.51,101
02/01/1997 7:00,66.7255,53089,9298.46,100
02/02/1997 7:00,86.396,53064,9298.44,99
02/03/1997 7:00,73.2796,53011,9298.4,100
02/04/1997 7:00,78.8336,52971,9298.37,99
02/05/1997 7:00,65.7255,52905,9298.32,99
02/06/1997 7:00,92.9418,52891,9298.31,100
02/07/1997 7:00,93.4459,52878,9298.3,100
02/08/1997 7:00,73.2796,52825,9298.26,100
02/09/1997 7:00,87.396,52800,9298.24,100
02/10/1997 7:00,86.3877,52773,9298.22,100
02/11/1997 7:00,72.2796,52720,9298.18,99
02/12/1997 7:00,66.2296,52655,9298.13,99
02/13/1997 7:00,46.0633,52550,9298.05,99
02/14/1997 7:00,65.7255,52484,9298,99
02/15/1997 7:00,52.6173,52392,9297.93,99
02/16/1997 7:00,80.8419,52354,9297.9,100
02/17/1997 7:00,73.7837,52302,9297.86,100
02/18/1997 7:00,47.0633,52197,9297.78,100
02/19/1997 7:00,73.7837,52145,9297.74,100
02/20/1997 7:00,93.4459,52132,9297.73,100
02/21/1997 7:00,53.1215,52041,9297.66,99
02/22/1997 7:00,78.8336,52001,9297.63,99
02/23/1997 7:00,92.9501,51989,9297.62,99
02/24/1997 7:00,52.6173,51897,9297.55,99
02/25/1997 7:00,92.9501,51885,9297.54,99
02/26/1997 7:00,92.4459,51872,9297.53,99
02/27/1997 7:00,79.3378,51833,9297.5,99
02/28/1997 7:00,78.8336,51793,9297.47,99
03/01/1997 7:00,86.396,51768,9297.45,99
03/02/1997 7:00,73.7837,51716,9297.41,100
03/03/1997 7:00,34.4593,51586,9297.31,100
03/04/1997 7:00,73.2879,51535,9297.27,99
03/05/1997 7:00,66.2296,51470,9297.22,99
03/06/1997 7:00,58.1797,51393,9297.16,97
03/07/1997 7:00,64.7338,51329,9297.11,97
03/08/1997 7:00,57.6756,51251,9297.05,97
03/09/1997 7:00,71.2879,51200,9297.01,97
03/10/1997 7:00,52.1298,51111,9296.94,97
03/11/1997 7:00,71.2879,51060,9296.9,97
03/12/1997 7:00,57.6756,50982,9296.84,97
03/13/1997 7:00,97,50982,9296.84,97
03/14/1997 7:00,39.0217,50867,9296.75,97
03/15/1997 7:00,64.7338,50803,9296.7,97
03/16/1997 7:00,65.238,50740,9296.65,97
03/17/1997 7:00,51.6257,50650,9296.58,97
03/18/1997 7:00,83.8919,50624,9296.56,97
03/19/1997 7:00,52.634,50536,9296.49,97
03/20/1997 7:00,77.3378,50497,9296.46,97
03/21/1997 7:00,71.792,50447,9296.42,97
03/22/1997 7:00,85.396,50422,9296.4,98
03/23/1997 7:00,97,50422,9296.4,97
03/24/1997 7:00,82.8919,50396,9296.38,96
03/25/1997 7:00,83.396,50371,9296.36,96
03/26/1997 7:00,76.8419,50333,9296.33,96
03/27/1997 7:00,89.4459,50320,9296.32,96
03/28/1997 7:00,76.8419,50282,9296.29,96
03/29/1997 7:00,102.05,50294,9296.3,96
03/30/1997 7:00,89.9501,50282,9296.29,96
03/31/1997 7:00,89.9501,50270,9296.28,96
04/01/1997 7:00,114.654,50307,9296.31,96
04/02/1997 7:00,90.4459,50294,9296.3,97
04/03/1997 7:00,85.9002,50270,9296.28,98
04/04/1997 7:00,104.05,50282,9296.29,98
04/05/1997 7:00,73.2879,50231,9296.25,99
04/06/1997 7:00,93.9501,50219,9296.24,100
04/07/1997 7:00,61.1797,50142,9296.18,100
04/08/1997 7:00,87.9002,50118,9296.16,100
04/09/1997 7:00,93.4459,50105,9296.15,100
04/10/1997 7:00,81.8419,50067,9296.12,101
04/11/1997 7:00,74.8719,49916,9296,151
04/12/1997 7:00,44.7439,49614,9295.76,197
04/13/1997 7:00,47.7522,49314,9295.52,199
04/14/1997 7:00,62.8603,49040,9295.3,201
04/15/1997 7:00,65.8687,48768,9295.08,203
04/16/1997 7:00,102.226,48582,9294.93,196
04/17/1997 7:00,125.443,48448,9294.82,193
04/18/1997 7:00,155.188,48373,9294.76,193
04/19/1997 7:00,204.604,48398,9294.78,192
04/20/1997 7:00,235.358,48484,9294.85,192
04/21/1997 7:00,262.566,48620,9294.96,194
04/22/1997 7:00,199.05,48632,9294.97,193
04/23/1997 7:00,159.742,48570,9294.92,191
04/24/1997 7:00,160.246,48509,9294.87,191
04/25/1997 7:00,122.434,48373,9294.76,191
04/26/1997 7:00,154.196,48300,9294.7,191
04/27/1997 7:00,184.95,48288,9294.69,191
04/28/1997 7:00,221.754,48349,9294.74,191
04/29/1997 7:00,214.704,48398,9294.78,190
04/30/1997 7:00,171.346,48361,9294.75,190
05/01/1997 7:00,177.9,48337,9294.73,190
05/02/1997 7:00,121.938,48202,9294.62,190
05/03/1997 7:00,140.592,48104,9294.54,190
05/04/1997 7:00,214.704,48153,9294.58,190
05/05/1997 7:00,287.815,48349,9294.74,189
05/06/1997 7:00,404.085,48730,9295.05,212
05/07/1997 7:00,456.309,49165,9295.4,237
05/08/1997 7:00,470.417,49626,9295.77,238
05/09/1997 7:00,491.096,50130,9296.17,237
05/10/1997 7:00,499.163,50650,9296.58,237
05/11/1997 7:00,580.324,51329,9297.11,238
05/12/1997 7:00,558.133,51962,9297.6,239
05/13/1997 7:00,561.662,52602,9298.09,239
05/14/1997 7:00,639.294,53394,9298.69,240
05/15/1997 7:00,712.66,54274,9299.35,269
05/16/1997 7:00,784.439,55221,9300.05,307
05/17/1997 7:00,824.926,56165,9300.74,349
05/18/1997 7:00,911.201,57175,9301.47,402
05/19/1997 7:00,939.201,58185,9302.19,430
05/20/1997 7:00,1057.13,59419,9303.06,435
05/21/1997 7:00,999.609,60527,9303.83,441
05/22/1997 7:00,1160.88,61941,9304.8,448
05/23/1997 7:00,824.07,62679,9305.3,452
05/24/1997 7:00,856.782,63468,9305.83,459
05/25/1997 7:00,834.559,64203,9306.32,464
05/26/1997 7:00,706.44,64670,9306.63,471
05/27/1997 7:00,701.888,65124,9306.93,473
05/28/1997 7:00,568.757,65306,9307.05,477
05/29/1997 7:00,603.148,65582,9307.23,464
05/30/1997 7:00,679.467,66055,9307.54,441
05/31/1997 7:00,813.07,66793,9308.02,441
06/01/1997 7:00,1186.64,68270,9308.97,442
06/02/1997 7:00,1383.26,70135,9310.15,443
06/03/1997 7:00,1270.8,71771,9311.17,446
06/04/1997 7:00,1508.75,73875,9312.46,448
06/05/1997 7:00,1516.78,75985,9313.73,453
06/06/1997 7:00,1466.79,77978,9314.91,462
06/07/1997 7:00,1529.28,80089,9316.14,465
06/08/1997 7:00,1682.02,82499,9317.52,467
06/09/1997 7:00,1426.41,84400,9318.59,468
06/10/1997 7:00,1251.51,85964,9319.46,463
06/11/1997 7:00,1195.05,87418,9320.26,462
06/12/1997 7:00,1254.99,88979,9321.11,468
06/13/1997 7:00,1174.12,90330,9321.84,493
06/14/1997 7:00,1121.05,91544,9322.49,509
06/15/1997 7:00,1013.64,92539,9323.02,512
06/16/1997 7:00,1094.3,93694,9323.63,512
06/17/1997 7:00,1101.59,94798,9324.21,545
06/18/1997 7:00,1110.16,95679,9324.67,666
06/19/1997 7:00,1257.33,96719,9325.21,733
06/20/1997 7:00,1386.16,97959,9325.85,761
06/21/1997 7:00,1319.13,99072,9326.42,758
06/22/1997 7:00,1262.58,100053,9326.92,768
06/23/1997 7:00,1231.44,100881,9327.34,814
06/24/1997 7:00,1028.31,101316,9327.56,809
06/25/1997 7:00,928.99,101554,9327.68,809
06/26/1997 7:00,944.99,101792,9327.8,825
06/27/1997 7:00,922.832,101992,9327.9,822
06/28/1997 7:00,852.241,102050,9327.93,823
06/29/1997 7:00,826,102050,9327.93,826
06/30/1997 7:00,746.839,101891,9327.85,827
07/01/1997 7:00,769.509,101773,9327.79,829
07/02/1997 7:00,638.428,101395,9327.6,829
07/03/1997 7:00,643.018,101159,9327.48,762
07/04/1997 7:00,465.103,100703,9327.25,695
07/05/1997 7:00,776.74,100881,9327.34,687
07/06/1997 7:00,531.273,100586,9327.19,680
07/07/1997 7:00,498.265,100289,9327.04,648
07/08/1997 7:00,534.255,100230,9327.01,564
07/09/1997 7:00,582.153,100387,9327.09,503
07/10/1997 7:00,363.356,100112,9326.95,502
07/11/1997 7:00,480.834,100072,9326.93,501
07/12/1997 7:00,296.782,99659,9326.72,505
07/13/1997 7:00,544.829,99738,9326.76,505
07/14/1997 7:00,384.018,99502,9326.64,503
07/15/1997 7:00,374.439,99247,9326.51,503
07/16/1997 7:00,405.689,99052,9326.41,504
07/17/1997 7:00,406.185,98856,9326.31,505
07/18/1997 7:00,397.11,98642,9326.2,505
07/19/1997 7:00,394.606,98427,9326.09,503
07/20/1997 7:00,445.518,98311,9326.03,504
07/21/1997 7:00,297.799,97902,9325.82,504
07/22/1997 7:00,339.627,97572,9325.65,506
07/23/1997 7:00,447.509,97454,9325.59,507
07/24/1997 7:00,320.386,97066,9325.39,516
07/25/1997 7:00,388.456,96815,9325.26,515
07/26/1997 7:00,331.982,96450,9325.07,516
07/27/1997 7:00,348.636,96122,9324.9,514
07/28/1997 7:00,399.539,95891,9324.78,516
07/29/1997 7:00,339.057,95544,9324.6,514
07/30/1997 7:00,388.464,95295,9324.47,514
07/31/1997 7:00,296.253,94875,9324.25,508
08/01/1997 7:00,306.832,94474,9324.04,509
08/02/1997 7:00,220.125,93903,9323.74,508
08/03/1997 7:00,239.787,93371,9323.46,508
08/04/1997 7:00,328.24,93068,9323.3,481
08/05/1997 7:00,260.353,92672,9323.09,460
08/06/1997 7:00,450.421,92653,9323.08,460
08/07/1997 7:00,385.872,92502,9323,462
08/08/1997 7:00,297.669,92182,9322.83,459
08/09/1997 7:00,318.827,91900,9322.68,461
08/10/1997 7:00,393.459,91770,9322.61,459
08/11/1997 7:00,372.789,91599,9322.52,459
08/12/1997 7:00,368.301,91431,9322.43,453
08/13/1997 7:00,295.414,91170,9322.29,427
08/14/1997 7:00,305.451,91038,9322.22,372
08/15/1997 7:00,202.993,90796,9322.09,325
08/16/1997 7:00,210.88,90647,9322.01,286
08/17/1997 7:00,216.038,90536,9321.95,272
08/18/1997 7:00,215.03,90423,9321.89,272
08/19/1997 7:00,224.113,90330,9321.84,271
08/20/1997 7:00,215.038,90219,9321.78,271
08/21/1997 7:00,233.692,90145,9321.74,271
08/22/1997 7:00,177.722,89958,9321.64,272
08/23/1997 7:00,207.468,89830,9321.57,272
08/24/1997 7:00,257.917,89810,9321.56,268
08/25/1997 7:00,217.113,89717,9321.51,264
08/26/1997 7:00,226.617,89625,9321.46,273
08/27/1997 7:00,167.002,89385,9321.33,288
08/28/1997 7:00,203.31,89219,9321.24,287
08/29/1997 7:00,129.694,88905,9321.07,288
08/30/1997 7:00,193.731,88720,9320.97,287
08/31/1997 7:00,212.384,88572,9320.89,287
09/01/1997 7:00,223.972,88445,9320.82,288
09/02/1997 7:00,178.777,88151,9320.66,327
09/03/1997 7:00,159.824,87748,9320.44,363
09/04/1997 7:00,195.627,87418,9320.26,362
09/05/1997 7:00,160.832,87017,9320.04,363
09/06/1997 7:00,242.514,86780,9319.91,362
09/07/1997 7:00,171.915,86399,9319.7,364
09/08/1997 7:00,133.616,85946,9319.45,362
09/09/1997 7:00,134.624,85495,9319.2,362
09/10/1997 7:00,188.073,85152,9319.01,361
09/11/1997 7:00,163.361,84758,9318.79,362
09/12/1997 7:00,162.865,84365,9318.57,361
09/13/1997 7:00,196.157,84042,9318.39,359
09/14/1997 7:00,133.649,83597,9318.14,358
09/15/1997 7:00,206.744,83295,9317.97,359
09/16/1997 7:00,215.323,83012,9317.81,358
09/17/1997 7:00,154.311,82606,9317.58,359
09/18/1997 7:00,211.398,82341,9317.43,345
09/19/1997 7:00,185.256,82042,9317.26,336
09/20/1997 7:00,184.761,81744,9317.09,335
09/21/1997 7:00,229.127,81534,9316.97,335
09/22/1997 7:00,247.276,81360,9316.87,335
09/23/1997 7:00,219.556,81133,9316.74,334
09/24/1997 7:00,150.478,80767,9316.53,335
09/25/1997 7:00,157.553,80419,9316.33,333
09/26/1997 7:00,202.414,80158,9316.18,334
09/27/1997 7:00,142.419,79778,9315.96,334
09/28/1997 7:00,134.857,79383,9315.73,334
09/29/1997 7:00,142.419,79003,9315.51,334
09/30/1997 7:00,144.436,78627,9315.29,334
10/01/1997 7:00,112.44,78251,9315.07,302
10/02/1997 7:00,246.35,78216,9315.05,264
10/03/1997 7:00,201.58,78114,9314.99,253
10/04/1997 7:00,168.79,77944,9314.89,255
10/05/1997 7:00,161.23,77757,9314.78,255
10/06/1997 7:00,144.08,77536,9314.65,255
10/07/1997 7:00,161.22,77349,9314.54,256
10/08/1997 7:00,160.23,77163,9314.43,254
10/09/1997 7:00,151.74,76859,9314.25,305
10/10/1997 7:00,144.46,76488,9314.03,331
10/11/1997 7:00,145.96,76119,9313.81,333
10/12/1997 7:00,161.61,75784,9313.61,330
10/13/1997 7:00,136.9,75400,9313.38,331
10/14/1997 7:00,145.98,75033,9313.16,330
10/15/1997 7:00,136.11,74701,9312.96,304
10/16/1997 7:00,134.54,74470,9312.82,251
10/17/1997 7:00,124.31,74304,9312.72,208
10/18/1997 7:00,120.66,74222,9312.67,162
10/19/1997 7:00,135.7,74271,9312.7,111
10/20/1997 7:00,120.71,74321,9312.73,95
10/21/1997 7:00,142.41,74420,9312.79,93
10/22/1997 7:00,134.34,74503,9312.84,93
10/23/1997 7:00,154.99,74619,9312.91,96
10/24/1997 7:00,173.12,74768,9313,98
10/25/1997 7:00,147.91,74867,9313.06,98
10/26/1997 7:00,115.14,74900,9313.08,98
10/27/1997 7:00,156.48,75017,9313.15,98
10/28/1997 7:00,131.78,75083,9313.19,98
10/29/1997 7:00,131.78,75150,9313.23,98
10/30/1997 7:00,147.91,75250,9313.29,98
10/31/1997 7:00,139.85,75333,9313.34,98
11/01/1997 7:00,123.21,75383,9313.37,98
11/02/1997 7:00,114.64,75416,9313.39,98
11/03/1997 7:00,98,75416,9313.39,98
11/04/1997 7:00,148.92,75516,9313.45,98
11/05/1997 7:00,114.13,75550,9313.47,98
11/06/1997 7:00,123.71,75600,9313.5,98
11/07/1997 7:00,123.71,75650,9313.53,98
11/08/1997 7:00,122.2,75700,9313.56,98
11/09/1997 7:00,98,75700,9313.56,98
11/10/1997 7:00,123.71,75750,9313.59,98
11/11/1997 7:00,182.7,75918,9313.69,98
11/12/1997 7:00,122.7,75968,9313.72,98
11/13/1997 7:00,80.87,75934,9313.7,97
11/14/1997 7:00,113.13,75968,9313.72,97
11/15/1997 7:00,63.22,75901,9313.68,97
11/16/1997 7:00,87.93,75884,9313.67,96
11/17/1997 7:00,113.14,75918,9313.69,96
11/18/1997 7:00,94,75918,9313.69,94
11/19/1997 7:00,111.64,75951,9313.71,95
11/20/1997 7:00,139.35,76035,9313.76,97
11/21/1997 7:00,78.36,76001,9313.74,95
11/22/1997 7:00,85.43,75985,9313.73,94
11/23/1997 7:00,119.21,76035,9313.76,94
11/24/1997 7:00,94,76035,9313.76,94
11/25/1997 7:00,104.07,76052,9313.77,96
11/26/1997 7:00,155.49,76169,9313.84,96
11/27/1997 7:00,113.14,76203,9313.86,96
11/28/1997 7:00,120.7,76253,9313.89,96
